Time,X_o,Y_o,Z
544,2720,4889.32301217658,0.74333784602852
546,2730,4894.49284061787,0.749347019329981
548,2740,4899.54030699307,0.754331009821621
550,2750,4904.46528511578,0.734691178884735
552,2760,4909.2676518618,0.753526523796377
554,2770,4913.94728717221,0.736810465339646
556,2780,4918.50407405638,0.737275496558766
558,2790,4922.93789859487,0.714429032985909
560,2800,4927.2486499423,0.748270322824963
562,2810,4931.43622033011,0.755415494880639
564,2820,4935.50050506925,0.747261608118777
566,2830,4939.44140255283,0.747524701498653
568,2840,4943.2588142586,0.746640427649531
570,2850,4946.95264475148,0.753957029985445
572,2860,4950.52280168589,0.754784720301285
574,2870,4953.9691958081,0.750361392519664
576,2880,4957.29174095843,0.74729851219016
578,2890,4960.49035407343,0.732721165612346
580,2900,4963.56495518794,0.754111170469977
582,2910,4966.51546743709,0.73404087370618
584,2920,4969.34181705822,0.742166913847721
586,2930,4972.04393339275,0.737430482195996
588,2940,4974.6217488879,0.753383240371199
590,2950,4977.07519909843,0.735235626399796
592,2960,4979.4042226882,0.74615965791745
594,2970,4981.60876143175,0.753057661819794
596,2980,4983.68876021572,0.758769172745862
598,2990,4985.64416704025,0.742038430652633
600,3000,4987.47493302027,0.750263760276839
602,3010,4989.18101238673,0.742315041111707
604,3020,4990.76236248774,0.736767610565287
606,3030,4992.21894378962,0.757357196767724
608,3040,4993.55071987792,0.753618811154457
610,3050,4994.75765745829,0.75864940477215
612,3060,4995.83972635738,0.743344938650154
614,3070,4996.79689952351,0.760584981228118
616,3080,4997.6291530274,0.738463292102354
618,3090,4998.33646606275,0.753669898362179
620,3100,4998.91882094678,0.754393608287474
622,3110,4999.37620312066,0.733536191638603
624,3120,4999.70860114983,0.758692318364236
626,3130,4999.91600672438,0.767221451375343
628,3140,4999.99841465917,0.763642326562382
630,3150,4999.95582289402,0.751010381180748
632,3160,4999.7882324937,0.754406671788574
634,3170,4999.49564764798,0.748425726933558
636,3180,4999.07807567145,0.742934689529814
638,3190,4998.53552700341,0.745735249029672
640,3200,4997.86801520753,0.756031198500296
642,3210,4997.07555697157,0.750398204372825
644,3220,4996.15817210695,0.774302492691904
646,3230,4995.11588354825,0.757302791780817
648,3240,4993.94871735262,0.757228836212932
650,3250,4992.65670269916,0.751045208872139
652,3260,4991.23987188816,0.752837575900436
654,3270,4989.69826034033,0.744504841121104
656,3280,4988.03190659587,0.766728873881763
658,3290,4986.24085231354,0.74389612091133
660,3300,4984.32514226959,0.750570361251631
662,3310,4982.2848243567,0.748097256565277
664,3320,4980.11994958268,0.770810187074749
666,3330,4977.83057206931,0.76395122215515
668,3340,4975.4167490509,0.752770745748259
670,3350,4972.8785408729,0.755207731667922
672,3360,4970.21601099038,0.759793761172294
674,3370,4967.42922596645,0.750960888268906
676,3380,4964.51825547059,0.748489257858465
678,3390,4961.48317227692,0.764967498314933
680,3400,4958.32405226234,0.761481629997355
682,3410,4955.04097440471,0.761460164022186
684,3420,4951.63402078079,0.769725413247035
686,3430,4948.10327656425,0.746491737505998
688,3440,4944.44883002351,0.763550430088357
690,3450,4940.67077251954,0.769490377783276
692,3460,4936.76919850358,0.772763167902146
694,3470,4932.74420551479,0.760007863385809
696,3480,4928.59589417777,0.757708646350951
698,3490,4924.32436820009,0.766307181266793
700,3500,4919.92973436968,0.75148904959887
702,3510,4915.41210255216,0.73642242299714
704,3520,4910.77158568809,0.763902961933993
706,3530,4906.00829979015,0.755825291427886
708,3540,4901.12236394023,0.757359836206774
710,3550,4896.11390028648,0.758680042221942
712,3560,4890.98303404022,0.762449691570336
714,3570,4885.72989347286,0.765849439784693
716,3580,4880.35460991262,0.750974152798196
718,3590,4874.85731774132,0.758273725226337
720,3600,4869.23815439098,0.752827040257102
722,3610,4863.49726034038,0.762925343875689
724,3620,4857.63477911158,0.751661294905317
726,3630,4851.6508572663,0.751458869924206
728,3640,4845.54564440228,0.7583737077386
730,3650,4839.31929314953,0.763322322243347
732,3660,4832.97195916649,0.753974783073416
734,3670,4826.50380113619,0.76207249938918
736,3680,4819.91498076224,0.759305411736331
738,3690,4813.20566276481,0.771770020009488
740,3700,4806.3760148765,0.771270098254765
742,3710,4799.42620783815,0.777385621516561
744,3720,4792.35641539457,0.749148211235942
746,3730,4785.16681429021,0.751295749327362
748,3740,4777.85758426472,0.785477260747205
750,3750,4770.42890804847,0.759820293925864
752,3760,4762.88097135798,0.767351261087401
754,3770,4755.21396289127,0.773029681005792
756,3780,4747.42807432315,0.766231313813239
758,3790,4739.52350030044,0.752479020500494
760,3800,4731.50043843707,0.76697153825198
762,3810,4723.35908930918,0.763076697403015
764,3820,4715.09965645005,0.787822560916563
766,3830,4706.7223463451,0.785016021835867
768,3840,4698.22736842662,0.772342119187287
770,3850,4689.61493506864,0.763206243077181
772,3860,4680.88526158153,0.77061476193052
774,3870,4672.03856620668,0.772308182531219
776,3880,4663.075070111,0.759423741506173
778,3890,4653.99499738144,0.779876024460763
780,3900,4644.79857501935,0.769178076530669
782,3910,4635.48603293479,0.757024185139047
784,3920,4626.05760394084,0.761567546688433
786,3930,4616.51352374773,0.783060699871997
788,3940,4606.85403095698,0.771407955075025
790,3950,4597.07936705539,0.787032067154769
792,3960,4587.18977640905,0.768298662926386
794,3970,4577.18550625722,0.774081066075961
796,3980,4567.06680670613,0.752649554811853
798,3990,4556.83393072273,0.776621072987863
800,4000,4546.48713412841,0.757085666645898
802,4010,4536.02667559253,0.764065520379359
804,4020,4525.452816626,0.778553679571837
806,4030,4514.76582157477,0.791802220800163
808,4040,4503.96595761314,0.774080237716191
810,4050,4493.05349473715,0.775994205149244
812,4060,4482.0287057578,0.788360272097093
814,4070,4470.89186629425,0.778354641370149
816,4080,4459.6432547669,0.776078973258488
818,4090,4448.28315239045,0.775938204993043
820,4100,4436.81184316688,0.7706992695144
822,4110,4425.22961387831,0.782723870771052
824,4120,4413.53675407987,0.776011566710051
826,4130,4401.73355609245,0.780068614701467
828,4140,4389.82031499539,0.794820674372551
830,4150,4377.79732861909,0.770905927965162
832,4160,4365.66489753758,0.774446235544973
834,4170,4353.42332506102,0.784744811187145
836,4180,4341.07291722806,0.784921804503593
838,4190,4328.61398279828,0.78362393364238
840,4200,4316.04683324437,0.799312647365359
842,4210,4303.37178274442,0.772454910952326
844,4220,4290.58914817404,0.779882626584346
846,4230,4277.69924909843,0.776666063378021
848,4240,4264.70240776438,0.774811588614796
850,4250,4251.59894909226,0.77955823816648
852,4260,4238.38920066785,0.802686101615401
854,4270,4225.07349273417,0.776556888462836
856,4280,4211.65215818323,0.788829836097618
858,4290,4198.12553254769,0.772233499310881
860,4300,4184.49395399249,0.776642077997344
862,4310,4170.75776330638,0.794669736332542
864,4320,4156.91730389342,0.780551902372685
866,4330,4142.97292176436,0.783293915172896
868,4340,4128.92496552804,0.781037155657722
870,4350,4114.77378638263,0.798509992810313
872,4360,4100.51973810687,0.769953850376961
874,4370,4086.16317705123,0.790309023077106
876,4380,4071.70446212898,0.781779042627761
878,4390,4057.14395480725,0.793773018379124
880,4400,4042.48201909795,0.773006185126849
882,4410,4027.71902154872,0.807669433133674
884,4420,4012.85533123374,0.78600359724891
886,4430,3997.89131974447,0.810896430919425
888,4440,3982.82736118043,0.784188295209374
890,4450,3967.66383213981,0.781824727739482
