0,-3.5215e+05,4.7805e+06,0.42859
5.4206,-3.5217e+05,4.7805e+06,0.42264
10.841,-3.5225e+05,4.7805e+06,0.40779
16.262,-3.5232e+05,4.7804e+06,0.40023
21.682,-3.5239e+05,4.7804e+06,0.42631
27.103,-3.5241e+05,4.7804e+06,0.43436
32.523,-3.5244e+05,4.7804e+06,0.44383
37.944,-3.5252e+05,4.7804e+06,0.42574
43.364,-3.5259e+05,4.7803e+06,0.41759
48.785,-3.5267e+05,4.7803e+06,0.41804
54.206,-3.5275e+05,4.7803e+06,0.43018
59.626,-3.5279e+05,4.7803e+06,0.44782
65.047,-3.5283e+05,4.7802e+06,0.42622
70.467,-3.5287e+05,4.7802e+06,0.41322
75.888,-3.5293e+05,4.7802e+06,0.41203
81.308,-3.5299e+05,4.7802e+06,0.44023
86.729,-3.5304e+05,4.7802e+06,0.4271
92.149,-3.531e+05,4.7801e+06,0.42463
97.57,-3.5316e+05,4.7801e+06,0.42284
102.99,-3.5322e+05,4.7801e+06,0.4288
108.41,-3.5328e+05,4.7801e+06,0.42328
113.83,-3.5336e+05,4.78e+06,0.41884
119.25,-3.5343e+05,4.78e+06,0.4273
124.67,-3.5348e+05,4.78e+06,0.42161
130.09,-3.5353e+05,4.78e+06,0.43815
135.51,-3.5359e+05,4.78e+06,0.43341
140.93,-3.5363e+05,4.78e+06,0.43911
146.35,-3.5367e+05,4.7799e+06,0.42294
151.78,-3.5371e+05,4.7799e+06,0.42319
157.2,-3.5375e+05,4.7799e+06,0.43169
162.62,-3.5384e+05,4.7799e+06,0.41723
168.04,-3.5394e+05,4.7798e+06,0.43663
173.46,-3.5403e+05,4.7798e+06,0.4327
178.88,-3.5408e+05,4.7798e+06,0.42447
184.3,-3.5411e+05,4.7798e+06,0.42065
189.72,-3.5416e+05,4.7798e+06,0.40862
195.14,-3.5422e+05,4.7797e+06,0.41092
200.56,-3.5428e+05,4.7797e+06,0.4181
205.98,-3.5437e+05,4.7797e+06,0.43538
211.4,-3.5441e+05,4.7797e+06,0.43324
216.82,-3.5445e+05,4.7797e+06,0.43145
222.24,-3.5455e+05,4.7796e+06,0.41848
227.66,-3.5462e+05,4.7796e+06,0.42592
233.08,-3.5469e+05,4.7796e+06,0.43767
238.5,-3.5473e+05,4.7796e+06,0.4265
243.93,-3.5477e+05,4.7795e+06,0.41784
249.35,-3.5484e+05,4.7795e+06,0.40407
254.77,-3.5491e+05,4.7795e+06,0.43017
260.19,-3.5496e+05,4.7795e+06,0.42299
265.61,-3.5503e+05,4.7794e+06,0.42062
271.03,-3.5504e+05,4.7794e+06,0.40286
276.45,-3.5509e+05,4.7794e+06,0.42423
281.87,-3.5517e+05,4.7794e+06,0.42623
287.29,-3.5525e+05,4.7794e+06,0.43777
292.71,-3.5532e+05,4.7793e+06,0.43842
298.13,-3.5537e+05,4.7793e+06,0.42572
303.55,-3.5543e+05,4.7793e+06,0.42258
308.97,-3.5549e+05,4.7793e+06,0.43139
314.39,-3.5552e+05,4.7793e+06,0.42309
319.81,-3.5557e+05,4.7792e+06,0.43073
325.23,-3.5564e+05,4.7792e+06,0.4324
330.65,-3.557e+05,4.7792e+06,0.41543
336.07,-3.5577e+05,4.7791e+06,0.42524
341.5,-3.5583e+05,4.7791e+06,0.42812
346.92,-3.5589e+05,4.7791e+06,0.41897
352.34,-3.5595e+05,4.7791e+06,0.40429
357.76,-3.56e+05,4.779e+06,0.43124
363.18,-3.5605e+05,4.779e+06,0.40261
368.6,-3.561e+05,4.779e+06,0.43666
374.02,-3.5615e+05,4.7789e+06,0.42945
379.44,-3.562e+05,4.7789e+06,0.44496
384.86,-3.5625e+05,4.7789e+06,0.43304
390.28,-3.563e+05,4.7789e+06,0.42205
395.7,-3.5635e+05,4.7788e+06,0.41324
401.12,-3.5641e+05,4.7788e+06,0.43148
406.54,-3.5646e+05,4.7788e+06,0.40656
411.96,-3.5651e+05,4.7787e+06,0.42313
417.38,-3.5656e+05,4.7787e+06,0.42032
422.8,-3.5661e+05,4.7787e+06,0.41322
428.22,-3.5666e+05,4.7786e+06,0.43491
433.64,-3.5671e+05,4.7786e+06,0.426
439.06,-3.5676e+05,4.7786e+06,0.42219
444.49,-3.5681e+05,4.7786e+06,0.41253
449.91,-3.5686e+05,4.7785e+06,0.44146
455.33,-3.5691e+05,4.7785e+06,0.41495
460.75,-3.5696e+05,4.7785e+06,0.42316
466.17,-3.5701e+05,4.7784e+06,0.40736
471.59,-3.5707e+05,4.7784e+06,0.41354
477.01,-3.5712e+05,4.7784e+06,0.40879
482.43,-3.5717e+05,4.7784e+06,0.41275
487.85,-3.5722e+05,4.7783e+06,0.40717
493.27,-3.5727e+05,4.7783e+06,0.43222
498.69,-3.5732e+05,4.7783e+06,0.43104
504.11,-3.5737e+05,4.7782e+06,0.41684
509.53,-3.5742e+05,4.7782e+06,0.43904
514.95,-3.5747e+05,4.7782e+06,0.40058
520.37,-3.5752e+05,4.7782e+06,0.42015
525.79,-3.5757e+05,4.7781e+06,0.42202
531.21,-3.5762e+05,4.7781e+06,0.42646
536.63,-3.5768e+05,4.7781e+06,0.42061
542.06,-3.5772e+05,4.778e+06,0.40911
547.48,-3.5777e+05,4.778e+06,0.41996
552.9,-3.5782e+05,4.778e+06,0.43969
558.32,-3.5787e+05,4.778e+06,0.41123
563.74,-3.5792e+05,4.7779e+06,0.41476
569.16,-3.5797e+05,4.7779e+06,0.40304
574.58,-3.5802e+05,4.7779e+06,0.41535
580,-3.5806e+05,4.7778e+06,0.42514
585.42,-3.5811e+05,4.7778e+06,0.43721
590.84,-3.5816e+05,4.7778e+06,0.40305
596.26,-3.5821e+05,4.7778e+06,0.42426
601.68,-3.5826e+05,4.7777e+06,0.42196
607.1,-3.583e+05,4.7777e+06,0.41793
612.52,-3.5835e+05,4.7777e+06,0.41982
617.94,-3.5841e+05,4.7776e+06,0.41961
623.36,-3.5846e+05,4.7776e+06,0.42296
628.78,-3.5851e+05,4.7776e+06,0.39287
634.21,-3.5856e+05,4.7776e+06,0.40695
639.63,-3.5859e+05,4.7775e+06,0.40954
645.05,-3.5862e+05,4.7775e+06,0.42457
650.47,-3.5872e+05,4.7775e+06,0.40226
655.89,-3.5878e+05,4.7774e+06,0.41096
661.31,-3.5882e+05,4.7774e+06,0.41306
666.73,-3.5886e+05,4.7774e+06,0.43966
672.15,-3.5891e+05,4.7774e+06,0.42184
677.57,-3.5895e+05,4.7773e+06,0.40975
682.99,-3.5889e+05,4.7774e+06,0.40829
688.41,-3.5896e+05,4.7773e+06,0.41086
693.83,-3.5905e+05,4.7773e+06,0.40343
699.25,-3.5914e+05,4.7772e+06,0.41696
704.67,-3.5923e+05,4.7772e+06,0.41744
710.09,-3.5928e+05,4.7771e+06,0.40637
715.51,-3.5934e+05,4.7771e+06,0.42454
720.93,-3.5939e+05,4.7771e+06,0.4235
726.35,-3.5943e+05,4.7771e+06,0.40814
731.77,-3.5947e+05,4.777e+06,0.40376
737.2,-3.5951e+05,4.777e+06,0.4232
742.62,-3.5957e+05,4.777e+06,0.40839
748.04,-3.5963e+05,4.7769e+06,0.40843
753.46,-3.5968e+05,4.7769e+06,0.43132
758.88,-3.5973e+05,4.7769e+06,0.4115
764.3,-3.5976e+05,4.7769e+06,0.41153
769.72,-3.5979e+05,4.7768e+06,0.40004
775.14,-3.5985e+05,4.7768e+06,0.40705
780.56,-3.5994e+05,4.7768e+06,0.38906
785.98,-3.5999e+05,4.7767e+06,0.38616
