0,0,0,0.78517
2,17.236,20.686,0.79627
4,34.472,41.372,0.77275
6,51.707,62.056,0.77764
8,68.942,82.739,0.80272
10,86.176,103.42,0.78203
12,103.41,124.1,0.78571
14,120.64,144.77,0.77955
16,137.87,165.44,0.78597
18,155.1,186.1,0.78318
20,172.33,206.76,0.79311
22,189.55,227.42,0.79158
24,206.78,248.06,0.78604
26,224,268.7,0.79109
28,241.22,289.34,0.76621
30,258.43,309.96,0.77469
32,275.64,330.57,0.80104
34,292.85,351.18,0.79369
36,310.06,371.77,0.79253
38,327.26,392.36,0.79438
40,344.46,412.93,0.79141
42,361.66,433.49,0.79399
44,378.85,454.04,0.79042
46,396.04,474.58,0.77863
48,413.22,495.1,0.79959
50,430.4,515.61,0.7943
52,447.57,536.1,0.79628
54,464.74,556.58,0.79859
56,481.9,577.04,0.78098
58,499.06,597.49,0.78253
60,516.21,617.92,0.78121
62,533.36,638.33,0.76204
64,550.5,658.72,0.80051
66,567.63,679.09,0.78967
68,584.76,699.44,0.80078
70,601.88,719.78,0.78271
72,619,740.09,0.79866
74,636.1,760.38,0.78765
76,653.2,780.65,0.77258
78,670.3,800.9,0.7846
80,687.38,821.12,0.7923
82,704.46,841.32,0.79266
84,721.53,861.5,0.77851
86,738.59,881.65,0.80326
88,755.65,901.78,0.78408
90,772.69,921.88,0.7723
92,789.73,941.95,0.79367
94,806.76,962,0.7794
96,823.78,982.02,0.77167
98,840.79,1002,0.77731
100,857.79,1022,0.79433
102,874.78,1041.9,0.77151
104,891.76,1061.8,0.77964
106,908.73,1081.7,0.78218
108,925.69,1101.5,0.79129
110,942.64,1121.3,0.78882
112,959.58,1141.1,0.78104
114,976.51,1160.8,0.77065
116,993.43,1180.6,0.78263
118,1010.3,1200.2,0.77686
120,1027.2,1219.9,0.79079
122,1044.1,1239.5,0.78793
124,1061,1259,0.76842
126,1077.9,1278.6,0.78159
128,1094.7,1298.1,0.77574
130,1111.5,1317.5,0.77628
132,1128.4,1337,0.7685
134,1145.2,1356.3,0.76287
136,1162,1375.7,0.77915
138,1178.8,1395,0.77204
140,1195.5,1414.3,0.77308
142,1212.3,1433.5,0.79238
144,1229.1,1452.7,0.78543
146,1245.8,1471.8,0.7941
148,1262.5,1490.9,0.77856
150,1279.2,1510,0.79404
152,1295.9,1529,0.78469
154,1312.6,1547.9,0.77828
156,1329.2,1566.9,0.76729
158,1345.9,1585.7,0.78564
160,1362.5,1604.6,0.77498
162,1379.1,1623.4,0.76855
164,1395.8,1642.1,0.78662
166,1412.3,1660.8,0.77998
168,1428.9,1679.4,0.78904
170,1445.5,1698,0.77082
172,1462,1716.6,0.78325
174,1478.5,1735.1,0.78029
176,1495,1753.5,0.75941
178,1511.5,1771.9,0.78228
180,1528,1790.3,0.76864
182,1544.5,1808.6,0.78174
184,1560.9,1826.8,0.79092
186,1577.3,1845,0.77019
188,1593.7,1863.1,0.79017
190,1610.1,1881.2,0.78454
192,1626.5,1899.2,0.76044
194,1642.9,1917.2,0.77129
196,1659.2,1935.1,0.77069
198,1675.5,1953,0.76864
200,1691.8,1970.8,0.77687
202,1708.1,1988.5,0.78869
204,1724.4,2006.2,0.78672
206,1740.6,2023.9,0.77432
208,1756.8,2041.4,0.77198
210,1773,2058.9,0.78785
212,1789.2,2076.4,0.77584
214,1805.4,2093.8,0.77682
216,1821.5,2111.1,0.77542
218,1837.7,2128.4,0.77657
220,1853.8,2145.6,0.7588
222,1869.8,2162.8,0.78736
224,1885.9,2179.8,0.77463
226,1902,2196.9,0.76886
228,1918,2213.8,0.77113
230,1934,2230.7,0.79611
232,1950,2247.5,0.7725
234,1965.9,2264.3,0.77909
236,1981.9,2281,0.76169
238,1997.8,2297.6,0.77164
240,2013.7,2314.2,0.78277
242,2029.6,2330.7,0.77716
